feature	chromosome	start	end	SLX-17922.D704tp_D505tp.HC22GBBXY.s_6.r_1	SLX-17921.D705tp_D508tp.H5J55BBXY.s_8.r_1
4:145000001-145500000	4	145000001	145500000	0.981	0.919
4:145500001-146000000	4	145500001	146000000	0.948	1.068
4:146000001-146500000	4	146000001	146500000	0.966	1.073
4:146500001-147000000	4	146500001	147000000	0.975	1.065
4:147000001-147500000	4	147000001	147500000	0.946	1.046
4:147500001-148000000	4	147500001	148000000	0.938	0.92
4:148000001-148500000	4	148000001	148500000	0.942	1.048
4:148500001-149000000	4	148500001	149000000	0.971	1.012
4:149000001-149500000	4	149000001	149500000	1.013	1.05
4:149500001-150000000	4	149500001	150000000	1.038	1.015
4:150000001-150500000	4	150000001	150500000	0.971	0.989
4:150500001-151000000	4	150500001	151000000	0.926	1.043
4:151000001-151500000	4	151000001	151500000	0.961	1.033
4:151500001-152000000	4	151500001	152000000	0.87	0.984
4:152000001-152500000	4	152000001	152500000	0.994	0.986
4:152500001-153000000	4	152500001	153000000	0.894	0.899
4:153000001-153500000	4	153000001	153500000	0.951	0.986
4:153500001-154000000	4	153500001	154000000	0.933	0.959
4:154000001-154500000	4	154000001	154500000	0.934	1.023
4:154500001-155000000	4	154500001	155000000	0.967	1.054
4:155500001-156000000	4	155500001	156000000	0.846	0.971
4:156000001-156500000	4	156000001	156500000	0.944	0.989
4:156500001-157000000	4	156500001	157000000	0.986	1.032
4:157000001-157500000	4	157000001	157500000	0.958	1.113
4:158000001-158500000	4	158000001	158500000	0.91	0.981
4:158500001-159000000	4	158500001	159000000	1.031	1.001
4:159000001-159500000	4	159000001	159500000	0.976	0.95
4:159500001-160000000	4	159500001	160000000	0.95	0.988
4:160500001-161000000	4	160500001	161000000	1.059	0.955
4:162500001-163000000	4	162500001	163000000	0.861	0.963
4:163000001-163500000	4	163000001	163500000	1.05	1.03
4:163500001-164000000	4	163500001	164000000	0.923	0.98
4:164000001-164500000	4	164000001	164500000	0.966	1.073
4:164500001-165000000	4	164500001	165000000	1.047	0.993
4:165000001-165500000	4	165000001	165500000	0.92	0.857
4:165500001-166000000	4	165500001	166000000	0.94	1.01
4:166000001-166500000	4	166000001	166500000	0.919	0.937
4:166500001-167000000	4	166500001	167000000	1.062	1.042
4:167000001-167500000	4	167000001	167500000	0.994	1.015
4:167500001-168000000	4	167500001	168000000	0.887	0.97
4:168000001-168500000	4	168000001	168500000	0.996	1.023
4:168500001-169000000	4	168500001	169000000	1.021	0.985
4:169000001-169500000	4	169000001	169500000	1.007	1
4:169500001-170000000	4	169500001	170000000	0.936	1.017
4:170000001-170500000	4	170000001	170500000	0.909	0.972
4:170500001-171000000	4	170500001	171000000	0.916	1.043
4:171000001-171500000	4	171000001	171500000	0.941	0.997
4:171500001-172000000	4	171500001	172000000	1.01	1.044
4:172500001-173000000	4	172500001	173000000	0.933	0.923
4:173000001-173500000	4	173000001	173500000	0.873	1.016
4:173500001-174000000	4	173500001	174000000	0.984	0.932
4:174000001-174500000	4	174000001	174500000	0.895	1.014
4:174500001-175000000	4	174500001	175000000	0.918	0.983
4:175000001-175500000	4	175000001	175500000	0.909	1
4:175500001-176000000	4	175500001	176000000	0.924	0.944
4:176000001-176500000	4	176000001	176500000	0.9	0.925
4:176500001-177000000	4	176500001	177000000	1.035	0.998
4:177000001-177500000	4	177000001	177500000	0.97	1.03
4:177500001-178000000	4	177500001	178000000	0.938	0.97
4:178000001-178500000	4	178000001	178500000	0.901	0.908
4:178500001-179000000	4	178500001	179000000	0.886	0.998
4:179500001-180000000	4	179500001	180000000	0.876	1.007
4:180000001-180500000	4	180000001	180500000	0.935	1.013
4:180500001-181000000	4	180500001	181000000	0.908	0.967
4:181000001-181500000	4	181000001	181500000	0.907	1.028
4:181500001-182000000	4	181500001	182000000	0.921	1.031
4:182000001-182500000	4	182000001	182500000	0.956	0.983
4:182500001-183000000	4	182500001	183000000	0.942	1.006
4:183500001-184000000	4	183500001	184000000	0.996	0.979
4:184000001-184500000	4	184000001	184500000	0.861	0.956
4:184500001-185000000	4	184500001	185000000	0.88	1.004
4:185000001-185500000	4	185000001	185500000	0.944	0.912
4:185500001-186000000	4	185500001	186000000	0.907	1.023
4:186000001-186500000	4	186000001	186500000	0.906	1.062
4:186500001-187000000	4	186500001	187000000	0.918	1.038
4:187000001-187500000	4	187000001	187500000	0.907	0.971
4:187500001-188000000	4	187500001	188000000	0.8	0.919
4:188500001-189000000	4	188500001	189000000	0.854	0.845
4:189000001-189500000	4	189000001	189500000	0.95	0.983
5:500001-1000000	5	500001	1000000	1.461	0.976
5:1000001-1500000	5	1000001	1500000	1.376	0.998
5:1500001-2000000	5	1500001	2000000	1.176	1.077
5:2000001-2500000	5	2000001	2500000	1.027	0.955
5:2500001-3000000	5	2500001	3000000	0.993	0.919
5:3000001-3500000	5	3000001	3500000	1.117	0.957
5:4000001-4500000	5	4000001	4500000	1.155	1
5:4500001-5000000	5	4500001	5000000	1.12	0.993
5:5500001-6000000	5	5500001	6000000	1.155	0.975
5:6000001-6500000	5	6000001	6500000	1.08	0.962
5:6500001-7000000	5	6500001	7000000	1.101	1.008
5:7000001-7500000	5	7000001	7500000	1.115	1.007
5:7500001-8000000	5	7500001	8000000	1.069	1.062
5:8000001-8500000	5	8000001	8500000	1.188	0.925
5:9000001-9500000	5	9000001	9500000	1.204	1.013
5:9500001-10000000	5	9500001	10000000	1.193	0.949
5:10000001-10500000	5	10000001	10500000	1	1.016
5:10500001-11000000	5	10500001	11000000	1.044	0.977
5:11000001-11500000	5	11000001	11500000	1.131	1.031
5:11500001-12000000	5	11500001	12000000	1.023	1.083
5:12000001-12500000	5	12000001	12500000	1.062	0.966
5:12500001-13000000	5	12500001	13000000	1.062	1.038
5:13000001-13500000	5	13000001	13500000	1.029	0.969
5:13500001-14000000	5	13500001	14000000	1.09	0.919
5:14000001-14500000	5	14000001	14500000	1.113	0.947
5:14500001-15000000	5	14500001	15000000	1.012	0.977
5:15000001-15500000	5	15000001	15500000	1.024	0.97
5:15500001-16000000	5	15500001	16000000	0.995	0.965
5:16000001-16500000	5	16000001	16500000	1.146	0.996
5:16500001-17000000	5	16500001	17000000	1.087	1.043
5:17000001-17500000	5	17000001	17500000	1.037	0.994
5:17500001-18000000	5	17500001	18000000	1.081	1.005
5:18000001-18500000	5	18000001	18500000	0.989	0.988
5:18500001-19000000	5	18500001	19000000	1.039	0.911
5:19000001-19500000	5	19000001	19500000	1.007	1
5:19500001-20000000	5	19500001	20000000	0.954	0.996
5:20000001-20500000	5	20000001	20500000	1.068	0.923
5:21500001-22000000	5	21500001	22000000	1.102	0.953
5:22000001-22500000	5	22000001	22500000	1.097	0.94
5:22500001-23000000	5	22500001	23000000	1.054	0.944
5:23000001-23500000	5	23000001	23500000	1.074	0.934
5:23500001-24000000	5	23500001	24000000	1.056	0.921
5:24000001-24500000	5	24000001	24500000	0.974	0.915
5:24500001-25000000	5	24500001	25000000	1.022	1.044
5:25000001-25500000	5	25000001	25500000	0.978	1.03
5:25500001-26000000	5	25500001	26000000	1.039	0.915
5:26000001-26500000	5	26000001	26500000	1.072	0.917
5:26500001-27000000	5	26500001	27000000	1.015	1.027
5:27000001-27500000	5	27000001	27500000	0.963	0.962
5:27500001-28000000	5	27500001	28000000	0.923	0.93
5:28000001-28500000	5	28000001	28500000	1.043	0.961
5:28500001-29000000	5	28500001	29000000	0.983	1.006
5:29000001-29500000	5	29000001	29500000	0.955	1.024
5:29500001-30000000	5	29500001	30000000	0.978	0.878
5:30000001-30500000	5	30000001	30500000	1.123	0.961
5:30500001-31000000	5	30500001	31000000	1.08	0.933
5:31000001-31500000	5	31000001	31500000	1.02	0.959
5:31500001-32000000	5	31500001	32000000	1.022	1.027
5:32000001-32500000	5	32000001	32500000	1.089	0.931
5:33000001-33500000	5	33000001	33500000	1.127	1.043
5:33500001-34000000	5	33500001	34000000	1.04	1.036
5:34500001-35000000	5	34500001	35000000	1.08	1.016
5:35000001-35500000	5	35000001	35500000	1.153	1.168
5:35500001-36000000	5	35500001	36000000	1.06	1.025
5:36000001-36500000	5	36000001	36500000	1.062	1.01
5:36500001-37000000	5	36500001	37000000	1.021	0.907
5:37500001-38000000	5	37500001	38000000	1.033	1.06
5:38000001-38500000	5	38000001	38500000	1.05	0.945
5:38500001-39000000	5	38500001	39000000	1.027	1.034
5:39000001-39500000	5	39000001	39500000	0.975	0.957
5:39500001-40000000	5	39500001	40000000	0.981	0.971
5:40000001-40500000	5	40000001	40500000	0.982	0.983
5:40500001-41000000	5	40500001	41000000	1.008	1.084
5:41000001-41500000	5	41000001	41500000	1.058	1.082
5:41500001-42000000	5	41500001	42000000	1.034	1.016
5:42000001-42500000	5	42000001	42500000	0.993	0.956
5:42500001-43000000	5	42500001	43000000	1.081	1.033
5:43000001-43500000	5	43000001	43500000	1.032	1.018
5:43500001-44000000	5	43500001	44000000	1.092	1.02
5:44000001-44500000	5	44000001	44500000	1.13	0.948
5:44500001-45000000	5	44500001	45000000	1.002	0.998
5:45000001-45500000	5	45000001	45500000	0.995	1.073
5:50500001-51000000	5	50500001	51000000	0.967	0.953
5:51000001-51500000	5	51000001	51500000	0.968	1.022
5:51500001-52000000	5	51500001	52000000	0.987	1.035
5:52000001-52500000	5	52000001	52500000	0.948	1.014
5:52500001-53000000	5	52500001	53000000	0.958	1.048
5:53000001-53500000	5	53000001	53500000	0.873	1.022
5:53500001-54000000	5	53500001	54000000	1.03	1.072
5:54000001-54500000	5	54000001	54500000	0.911	1.061
5:54500001-55000000	5	54500001	55000000	0.874	1.025
5:55000001-55500000	5	55000001	55500000	0.987	0.999
5:55500001-56000000	5	55500001	56000000	0.922	0.962
5:56000001-56500000	5	56000001	56500000	0.893	0.998
5:56500001-57000000	5	56500001	57000000	0.969	1.033
5:57000001-57500000	5	57000001	57500000	0.927	1.023
5:57500001-58000000	5	57500001	58000000	1.001	1.053
5:58000001-58500000	5	58000001	58500000	0.921	1.025
5:58500001-59000000	5	58500001	59000000	0.967	1.055
5:59000001-59500000	5	59000001	59500000	0.953	0.988
5:59500001-60000000	5	59500001	60000000	0.919	1.016
5:60000001-60500000	5	60000001	60500000	0.946	0.976
5:61000001-61500000	5	61000001	61500000	0.891	0.984
5:61500001-62000000	5	61500001	62000000	1.034	1.01
5:62000001-62500000	5	62000001	62500000	0.932	1.042
5:62500001-63000000	5	62500001	63000000	0.994	1.097
5:63000001-63500000	5	63000001	63500000	0.982	1.043
5:63500001-64000000	5	63500001	64000000	0.994	1.045
5:64000001-64500000	5	64000001	64500000	1.073	0.993
5:64500001-65000000	5	64500001	65000000	1.037	1.081
5:65000001-65500000	5	65000001	65500000	0.924	0.996
5:65500001-66000000	5	65500001	66000000	0.94	0.941
5:66500001-67000000	5	66500001	67000000	0.904	1
5:67000001-67500000	5	67000001	67500000	0.944	1.069
5:67500001-68000000	5	67500001	68000000	1.064	1.161
5:68000001-68500000	5	68000001	68500000	0.96	1.096
5:68500001-69000000	5	68500001	69000000	1	1.013
5:69000001-69500000	5	69000001	69500000	0.808	0.948
5:71500001-72000000	5	71500001	72000000	1	1.055
5:72000001-72500000	5	72000001	72500000	0.95	0.935
5:72500001-73000000	5	72500001	73000000	0.993	0.946
5:73000001-73500000	5	73000001	73500000	0.953	0.979
5:74000001-74500000	5	74000001	74500000	0.976	0.994
5:74500001-75000000	5	74500001	75000000	0.985	1.001
5:75000001-75500000	5	75000001	75500000	0.88	1.02
5:75500001-76000000	5	75500001	76000000	1.039	1.046
5:76000001-76500000	5	76000001	76500000	1.006	1.013
5:76500001-77000000	5	76500001	77000000	0.95	0.99
5:77000001-77500000	5	77000001	77500000	0.998	1.015
5:77500001-78000000	5	77500001	78000000	0.918	1.031
5:78000001-78500000	5	78000001	78500000	0.997	1.079
5:78500001-79000000	5	78500001	79000000	1.006	1.077
5:79500001-80000000	5	79500001	80000000	1.004	0.972
5:80000001-80500000	5	80000001	80500000	0.929	1.035
5:81000001-81500000	5	81000001	81500000	0.914	1.02
5:81500001-82000000	5	81500001	82000000	0.894	0.991
5:82000001-82500000	5	82000001	82500000	0.976	0.993
5:82500001-83000000	5	82500001	83000000	0.978	0.962
5:83000001-83500000	5	83000001	83500000	0.884	0.995
5:83500001-84000000	5	83500001	84000000	0.921	1.036
5:84000001-84500000	5	84000001	84500000	0.979	1.065
5:84500001-85000000	5	84500001	85000000	0.89	0.943
5:85000001-85500000	5	85000001	85500000	0.918	0.97
5:85500001-86000000	5	85500001	86000000	0.847	0.997
5:86000001-86500000	5	86000001	86500000	0.886	0.906
5:86500001-87000000	5	86500001	87000000	0.95	1.028
5:87000001-87500000	5	87000001	87500000	0.967	0.961
5:87500001-88000000	5	87500001	88000000	0.999	0.965
5:88000001-88500000	5	88000001	88500000	0.984	0.962
5:88500001-89000000	5	88500001	89000000	0.988	0.968
5:89000001-89500000	5	89000001	89500000	0.961	0.95
5:89500001-90000000	5	89500001	90000000	0.977	1.045
5:90000001-90500000	5	90000001	90500000	0.953	1.086
5:90500001-91000000	5	90500001	91000000	0.978	1.049
5:91000001-91500000	5	91000001	91500000	0.834	0.928
5:91500001-92000000	5	91500001	92000000	1.016	0.98
5:92000001-92500000	5	92000001	92500000	0.864	1.005
5:92500001-93000000	5	92500001	93000000	0.986	1.001
5:93000001-93500000	5	93000001	93500000	1.019	1.054
5:93500001-94000000	5	93500001	94000000	0.953	1.001
5:94000001-94500000	5	94000001	94500000	1.035	1.001
5:95000001-95500000	5	95000001	95500000	0.967	0.961
5:95500001-96000000	5	95500001	96000000	0.955	0.95
5:96000001-96500000	5	96000001	96500000	0.972	1.071
5:96500001-97000000	5	96500001	97000000	0.883	0.929
5:97000001-97500000	5	97000001	97500000	0.972	0.912
5:98500001-99000000	5	98500001	99000000	0.947	0.997
5:99000001-99500000	5	99000001	99500000	0.883	0.95
5:100500001-101000000	5	100500001	101000000	0.875	1.035
5:101000001-101500000	5	101000001	101500000	1.033	1.096
5:101500001-102000000	5	101500001	102000000	0.904	1.027
5:102000001-102500000	5	102000001	102500000	0.985	0.979
5:102500001-103000000	5	102500001	103000000	0.959	1.065
5:103000001-103500000	5	103000001	103500000	0.884	1.011
5:103500001-104000000	5	103500001	104000000	0.955	0.959
5:104000001-104500000	5	104000001	104500000	0.976	0.979
5:104500001-105000000	5	104500001	105000000	1.008	0.956
5:105000001-105500000	5	105000001	105500000	0.936	0.972
5:105500001-106000000	5	105500001	106000000	0.881	0.925
5:106000001-106500000	5	106000001	106500000	0.972	0.954
5:107000001-107500000	5	107000001	107500000	0.898	1.029
5:107500001-108000000	5	107500001	108000000	0.904	1.004
5:108000001-108500000	5	108000001	108500000	0.926	0.971
5:108500001-109000000	5	108500001	109000000	0.871	1.045
5:109000001-109500000	5	109000001	109500000	0.962	1
5:109500001-110000000	5	109500001	110000000	1	0.978
5:110000001-110500000	5	110000001	110500000	1.03	1.028
5:110500001-111000000	5	110500001	111000000	0.955	1.082
5:111500001-112000000	5	111500001	112000000	0.962	0.99
5:112000001-112500000	5	112000001	112500000	1.001	1.02
5:112500001-113000000	5	112500001	113000000	0.914	0.977
5:113000001-113500000	5	113000001	113500000	0.917	1.081
5:113500001-114000000	5	113500001	114000000	0.912	0.967
5:114000001-114500000	5	114000001	114500000	0.905	1.004
5:114500001-115000000	5	114500001	115000000	0.899	0.991
5:115000001-115500000	5	115000001	115500000	0.925	0.952
5:115500001-116000000	5	115500001	116000000	0.864	0.896
5:116000001-116500000	5	116000001	116500000	0.975	0.981
5:116500001-117000000	5	116500001	117000000	0.94	0.995
5:117000001-117500000	5	117000001	117500000	0.919	1.028
5:117500001-118000000	5	117500001	118000000	0.924	0.944
5:118000001-118500000	5	118000001	118500000	0.894	1.032
5:118500001-119000000	5	118500001	119000000	0.952	0.99
5:119500001-120000000	5	119500001	120000000	0.967	1.028
5:120000001-120500000	5	120000001	120500000	1.008	0.983
5:120500001-121000000	5	120500001	121000000	0.911	1.03
5:121500001-122000000	5	121500001	122000000	1.001	0.991
5:122500001-123000000	5	122500001	123000000	0.986	1.112
5:123000001-123500000	5	123000001	123500000	0.929	1.021
5:124000001-124500000	5	124000001	124500000	0.954	1.046
5:124500001-125000000	5	124500001	125000000	0.931	0.999
5:125000001-125500000	5	125000001	125500000	0.91	1.036
5:125500001-126000000	5	125500001	126000000	0.978	0.995
5:126000001-126500000	5	126000001	126500000	0.966	1.037
5:126500001-127000000	5	126500001	127000000	0.943	1.032
5:127000001-127500000	5	127000001	127500000	0.978	1.093
5:127500001-128000000	5	127500001	128000000	0.893	1.023
5:128000001-128500000	5	128000001	128500000	0.876	1.035
5:128500001-129000000	5	128500001	129000000	0.971	0.998
5:129000001-129500000	5	129000001	129500000	0.933	1.035
5:129500001-130000000	5	129500001	130000000	0.963	0.962
5:130000001-130500000	5	130000001	130500000	0.962	1.005
5:131000001-131500000	5	131000001	131500000	0.867	1.012
5:131500001-132000000	5	131500001	132000000	0.91	0.936
5:132000001-132500000	5	132000001	132500000	0.971	1.065
5:132500001-133000000	5	132500001	133000000	0.962	1.051
5:133000001-133500000	5	133000001	133500000	0.928	1.044
5:133500001-134000000	5	133500001	134000000	0.995	0.999
5:134000001-134500000	5	134000001	134500000	0.98	0.987
5:135000001-135500000	5	135000001	135500000	0.955	0.98
5:135500001-136000000	5	135500001	136000000	0.877	0.958
5:136000001-136500000	5	136000001	136500000	1.036	1.054
5:137500001-138000000	5	137500001	138000000	0.963	1.002
5:138000001-138500000	5	138000001	138500000	0.958	0.974
5:138500001-139000000	5	138500001	139000000	1.023	1.017
5:139000001-139500000	5	139000001	139500000	1.016	1.025
5:139500001-140000000	5	139500001	140000000	0.963	1.036
5:140000001-140500000	5	140000001	140500000	0.926	0.953
5:140500001-141000000	5	140500001	141000000	0.872	0.913
5:141000001-141500000	5	141000001	141500000	0.953	0.942
5:141500001-142000000	5	141500001	142000000	0.917	0.958
5:142000001-142500000	5	142000001	142500000	0.923	1.015
5:142500001-143000000	5	142500001	143000000	0.88	1.029
5:143000001-143500000	5	143000001	143500000	0.874	0.989
5:144000001-144500000	5	144000001	144500000	0.888	1.01
5:144500001-145000000	5	144500001	145000000	1.022	0.966
5:145000001-145500000	5	145000001	145500000	0.946	1.001
5:145500001-146000000	5	145500001	146000000	0.909	1.047
5:146000001-146500000	5	146000001	146500000	0.959	0.981
5:146500001-147000000	5	146500001	147000000	0.999	1.052
5:147000001-147500000	5	147000001	147500000	0.991	1.039
5:147500001-148000000	5	147500001	148000000	0.984	0.98
5:148000001-148500000	5	148000001	148500000	1.06	1.05
5:148500001-149000000	5	148500001	149000000	0.935	1.057
5:149000001-149500000	5	149000001	149500000	0.9	0.966
5:149500001-150000000	5	149500001	150000000	0.857	0.967
5:150000001-150500000	5	150000001	150500000	0.932	0.997
5:150500001-151000000	5	150500001	151000000	0.97	0.972
5:151000001-151500000	5	151000001	151500000	0.922	0.963
5:151500001-152000000	5	151500001	152000000	0.976	1.037
5:152500001-153000000	5	152500001	153000000	0.988	1.044
5:153000001-153500000	5	153000001	153500000	1.006	1.055
5:153500001-154000000	5	153500001	154000000	1.005	0.973
